maximum_stage 9
hash_dist_unit 15
salu 12
map_ram 30
sram 27
tcam 0
                            [hashDistUnitVar]  1  2  3  4  5  6  7  8  9
                          sketching_1_2_table  0  0  0  1  0  0  0  0  0
                          sketching_1_3_table  0  0  0  0  1  0  0  0  0
                        cs_1_compute_all_hash  1  0  0  0  0  0  0  0  0
                             cs_1_split_table  0  1  0  0  0  0  0  0  0
                          th_1_subtract_table  0  0  0  0  0  1  0  0  0
                             th_1_shift_table  0  0  0  0  0  0  1  0  0
                              sum_1_sum_table  0  0  0  0  0  0  0  1  0
                            sum_1_match_table  0  0  0  0  0  0  0  0  1
                          sketching_2_1_table  0  0  1  0  0  0  0  0  0
                          sketching_2_2_table  0  0  0  0  1  0  0  0  0
                          sketching_2_3_table  0  0  0  1  0  0  0  0  0
                        cs_2_compute_all_hash  1  0  0  0  0  0  0  0  0
                             cs_2_split_table  0  1  0  0  0  0  0  0  0
                          th_2_subtract_table  0  0  0  0  0  1  0  0  0
                             th_2_shift_table  0  0  0  0  0  0  1  0  0
                              sum_2_sum_table  0  0  0  0  0  0  0  1  0
                            sum_2_match_table  0  0  0  0  0  0  0  0  1
                          sketching_3_1_table  0  0  1  0  0  0  0  0  0
                          sketching_3_2_table  0  0  1  0  0  0  0  0  0
                          sketching_3_3_table  0  0  1  0  0  0  0  0  0
                        cs_3_compute_all_hash  1  0  0  0  0  0  0  0  0
                             cs_3_split_table  0  1  0  0  0  0  0  0  0
                          th_3_subtract_table  0  0  0  1  0  0  0  0  0
                             th_3_shift_table  0  0  0  0  1  0  0  0  0
                              sum_3_sum_table  0  0  0  0  0  1  0  0  0
                            sum_3_match_table  0  0  0  0  0  0  1  0  0
                                 _condition_0  0  0  0  0  0  0  0  0  1
                                 _condition_1  0  0  0  0  0  0  0  0  1
                                 _condition_2  0  0  0  0  0  0  0  0  1
                                 _condition_3  0  0  0  0  0  0  0  0  1
                                 _condition_4  0  0  0  0  0  0  1  0  0
                                 _condition_5  0  0  0  0  0  0  1  0  0
------------------------------------------------------------------------
   [startAllMemTimesBlockAllMemBin] TOTAL SUM  3  3  4  4  3  3  5  2  6
------------------------------------------------------------------------

               [endAllMemTimesBlockAllMemBin]  1  2  3  4  5  6  7  8  9
------------------------------------------------------------------------
                          sketching_1_1_table  0  0  0  1  0  0  0  0  0
                          sketching_1_2_table  0  0  0  1  0  0  0  0  0
                          sketching_1_3_table  0  0  0  0  1  0  0  0  0
                        cs_1_compute_all_hash  1  0  0  0  0  0  0  0  0
                             cs_1_split_table  0  1  0  0  0  0  0  0  0
                          th_1_subtract_table  0  0  0  0  0  1  0  0  0
                             th_1_shift_table  0  0  0  0  0  0  1  0  0
                              sum_1_sum_table  0  0  0  0  0  0  0  1  0
                            sum_1_match_table  0  0  0  0  0  0  0  0  1
                          sketching_2_1_table  0  0  1  0  0  0  0  0  0
                          sketching_2_2_table  0  0  0  0  1  0  0  0  0
                          sketching_2_3_table  0  0  0  1  0  0  0  0  0
                        cs_2_compute_all_hash  1  0  0  0  0  0  0  0  0
                             cs_2_split_table  0  1  0  0  0  0  0  0  0
                          th_2_subtract_table  0  0  0  0  0  1  0  0  0
                             th_2_shift_table  0  0  0  0  0  0  1  0  0
                              sum_2_sum_table  0  0  0  0  0  0  0  1  0
                            sum_2_match_table  0  0  0  0  0  0  0  0  1
                          sketching_3_1_table  0  0  1  0  0  0  0  0  0
                          sketching_3_2_table  0  0  1  0  0  0  0  0  0
                          sketching_3_3_table  0  0  1  0  0  0  0  0  0
                        cs_3_compute_all_hash  1  0  0  0  0  0  0  0  0
                             cs_3_split_table  0  1  0  0  0  0  0  0  0
                          th_3_subtract_table  0  0  0  1  0  0  0  0  0
                             th_3_shift_table  0  0  0  0  1  0  0  0  0
                              sum_3_sum_table  0  0  0  0  0  1  0  0  0
                            sum_3_match_table  0  0  0  0  0  0  1  0  0
                                 _condition_0  0  0  0  0  0  0  0  0  1
                                 _condition_1  0  0  0  0  0  0  0  0  1
                                 _condition_2  0  0  0  0  0  0  0  0  1
                                 _condition_3  0  0  0  0  0  0  0  0  1
                                 _condition_4  0  0  0  0  0  0  1  0  0
                                 _condition_5  0  0  0  0  0  0  1  0  0
------------------------------------------------------------------------
     [endAllMemTimesBlockAllMemBin] TOTAL SUM  3  3  4  4  3  3  5  2  6
------------------------------------------------------------------------

                        [totalBlocksForStBin]  1  2  3  4  5  6  7  8  9
------------------------------------------------------------------------
                                        total  1  1  1  1  1  1  1  1  1

     [isMaximumStageTimesTotalBlocksForStBin]  1  2  3  4  5  6  7  8  9
------------------------------------------------------------------------
                                        total  0  0  0  0  0  0  0  0  1

                             [isMaximumStage]  1  2  3  4  5  6  7  8  9
------------------------------------------------------------------------
                                        total  0  0  0  0  0  0  0  0  1

                           [startTimeOfStage]       1       2       3       4       5       6       7       8       9
---------------------------------------------------------------------------------------------------------------------
                                        total       0       0       0       0       0       0       0       0       0

           [startAllMemTimesStartTimeOfStage]       1       2       3       4       5       6       7       8       9
---------------------------------------------------------------------------------------------------------------------
                          sketching_1_1_table       0       0       0       0       0       0       0       0       0
                          sketching_1_2_table       0       0       0       0       0       0       0       0       0
                          sketching_1_3_table       0       0       0       0       0       0       0       0       0
                        cs_1_compute_all_hash       0       0       0       0       0       0       0       0       0
                             cs_1_split_table       0       0       0       0       0       0       0       0       0
                          th_1_subtract_table       0       0       0       0       0       0       0       0       0
                             th_1_shift_table       0       0       0       0       0       0       0       0       0
                              sum_1_sum_table       0       0       0       0       0       0       0       0       0
                            sum_1_match_table       0       0       0       0       0       0       0       0       0
                          sketching_2_1_table       0       0       0       0       0       0       0       0       0
                          sketching_2_2_table       0       0       0       0       0       0       0       0       0
                          sketching_2_3_table       0       0       0       0       0       0       0       0       0
                        cs_2_compute_all_hash       0       0       0       0       0       0       0       0       0
                             cs_2_split_table       0       0       0       0       0       0       0       0       0
                          th_2_subtract_table       0       0       0       0       0       0       0       0       0
                             th_2_shift_table       0       0       0       0       0       0       0       0       0
                              sum_2_sum_table       0       0       0       0       0       0       0       0       0
                            sum_2_match_table       0       0       0       0       0       0       0       0       0
                          sketching_3_1_table       0       0       0       0       0       0       0       0       0
                          sketching_3_2_table       0       0       0       0       0       0       0       0       0
                          sketching_3_3_table       0       0       0       0       0       0       0       0       0
                        cs_3_compute_all_hash       0       0       0       0       0       0       0       0       0
                             cs_3_split_table       0       0       0       0       0       0       0       0       0
                          th_3_subtract_table       0       0       0       0       0       0       0       0       0
                             th_3_shift_table       0       0       0       0       0       0       0       0       0
                              sum_3_sum_table       0       0       0       0       0       0       0       0       0
                            sum_3_match_table       0       0       0       0       0       0       0       0       0
                                 _condition_0       0       0       0       0       0       0       0       0       0
                                 _condition_1       0       0       0       0       0       0       0       0       0
                                 _condition_2       0       0       0       0       0       0       0       0       0
                                 _condition_3       0       0       0       0       0       0       0       0       0
                                 _condition_4       0       0       0       0       0       0       0       0       0
                                 _condition_5       0       0       0       0       0       0       0       0       0
---------------------------------------------------------------------------------------------------------------------
 [startAllMemTimesStartTimeOfStage] TOTAL SUM       0       0       0       0       0       0       0       0       0
---------------------------------------------------------------------------------------------------------------------

             [endAllMemTimesStartTimeOfStage]       1       2       3       4       5       6       7       8       9
---------------------------------------------------------------------------------------------------------------------
                          sketching_1_1_table       0       0       0       0       0       0       0       0       0
                          sketching_1_2_table       0       0       0       0       0       0       0       0       0
                          sketching_1_3_table       0       0       0       0       0       0       0       0       0
                        cs_1_compute_all_hash       0       0       0       0       0       0       0       0       0
                             cs_1_split_table       0       0       0       0       0       0       0       0       0
                          th_1_subtract_table       0       0       0       0       0       0       0       0       0
                             th_1_shift_table       0       0       0       0       0       0       0       0       0
                              sum_1_sum_table       0       0       0       0       0       0       0       0       0
                            sum_1_match_table       0       0       0       0       0       0       0       0       0
                          sketching_2_1_table       0       0       0       0       0       0       0       0       0
                          sketching_2_2_table       0       0       0       0       0       0       0       0       0
                          sketching_2_3_table       0       0       0       0       0       0       0       0       0
                        cs_2_compute_all_hash       0       0       0       0       0       0       0       0       0
                             cs_2_split_table       0       0       0       0       0       0       0       0       0
                          th_2_subtract_table       0       0       0       0       0       0       0       0       0
                             th_2_shift_table       0       0       0       0       0       0       0       0       0
                              sum_2_sum_table       0       0       0       0       0       0       0       0       0
                            sum_2_match_table       0       0       0       0       0       0       0       0       0
                          sketching_3_1_table       0       0       0       0       0       0       0       0       0
                          sketching_3_2_table       0       0       0       0       0       0       0       0       0
                          sketching_3_3_table       0       0       0       0       0       0       0       0       0
                        cs_3_compute_all_hash       0       0       0       0       0       0       0       0       0
                             cs_3_split_table       0       0       0       0       0       0       0       0       0
                          th_3_subtract_table       0       0       0       0       0       0       0       0       0
                             th_3_shift_table       0       0       0       0       0       0       0       0       0
                              sum_3_sum_table       0       0       0       0       0       0       0       0       0
                            sum_3_match_table       0       0       0       0       0       0       0       0       0
                                 _condition_0       0       0       0       0       0       0       0       0       0
                                 _condition_1       0       0       0       0       0       0       0       0       0
                                 _condition_2       0       0       0       0       0       0       0       0       0
                                 _condition_3       0       0       0       0       0       0       0       0       0
                                 _condition_4       0       0       0       0       0       0       0       0       0
                                 _condition_5       0       0       0       0       0       0       0       0       0
---------------------------------------------------------------------------------------------------------------------
   [endAllMemTimesStartTimeOfStage] TOTAL SUM       0       0       0       0       0       0       0       0       0
---------------------------------------------------------------------------------------------------------------------

                            [logicalTableIDs]  1  2  3  4  5  6  7  8  9
------------------------------------------------------------------------
                          sketching_1_1_table  0  0  0  1  0  0  0  0  0
                          sketching_1_2_table  0  0  0  1  0  0  0  0  0
                          sketching_1_3_table  0  0  0  0  1  0  0  0  0
                        cs_1_compute_all_hash  1  0  0  0  0  0  0  0  0
                             cs_1_split_table  0  1  0  0  0  0  0  0  0
                          th_1_subtract_table  0  0  0  0  0  1  0  0  0
                             th_1_shift_table  0  0  0  0  0  0  1  0  0
                              sum_1_sum_table  0  0  0  0  0  0  0  1  0
                            sum_1_match_table  0  0  0  0  0  0  0  0  1
                          sketching_2_1_table  0  0  1  0  0  0  0  0  0
                          sketching_2_2_table  0  0  0  0  1  0  0  0  0
                          sketching_2_3_table  0  0  0  1  0  0  0  0  0
                        cs_2_compute_all_hash  1  0  0  0  0  0  0  0  0
                             cs_2_split_table  0  1  0  0  0  0  0  0  0
                          th_2_subtract_table  0  0  0  0  0  1  0  0  0
                             th_2_shift_table  0  0  0  0  0  0  1  0  0
                              sum_2_sum_table  0  0  0  0  0  0  0  1  0
                            sum_2_match_table  0  0  0  0  0  0  0  0  1
                          sketching_3_1_table  0  0  1  0  0  0  0  0  0
                          sketching_3_2_table  0  0  1  0  0  0  0  0  0
                          sketching_3_3_table  0  0  1  0  0  0  0  0  0
                        cs_3_compute_all_hash  1  0  0  0  0  0  0  0  0
                             cs_3_split_table  0  1  0  0  0  0  0  0  0
                          th_3_subtract_table  0  0  0  1  0  0  0  0  0
                             th_3_shift_table  0  0  0  0  1  0  0  0  0
                              sum_3_sum_table  0  0  0  0  0  1  0  0  0
                            sum_3_match_table  0  0  0  0  0  0  1  0  0
                                 _condition_0  0  0  0  0  0  0  0  0  1
                                 _condition_1  0  0  0  0  0  0  0  0  1
                                 _condition_2  0  0  0  0  0  0  0  0  1
                                 _condition_3  0  0  0  0  0  0  0  0  1
                                 _condition_4  0  0  0  0  0  0  1  0  0
                                 _condition_5  0  0  0  0  0  0  1  0  0
------------------------------------------------------------------------
                  [logicalTableIDs] TOTAL SUM  3  3  4  4  3  3  5  2  6
------------------------------------------------------------------------

